Date,Close
10/14/2019,2966.15
10/15/2019,2995.68
10/16/2019,2989.69
10/17/2019,2997.95
10/18/2019,2986.2
10/21/2019,3006.72
10/22/2019,2995.99
10/23/2019,3004.52
10/24/2019,3010.29
10/25/2019,3022.55
10/28/2019,3039.42
10/29/2019,3036.89
10/30/2019,3046.77
10/31/2019,3037.56
11/1/2019,3066.91
11/4/2019,3078.27
11/5/2019,3074.62
11/6/2019,3076.78
11/7/2019,3085.18
11/8/2019,3093.08
11/11/2019,3087.01
11/12/2019,3091.84
11/13/2019,3094.04
11/14/2019,3096.63
11/15/2019,3120.46
11/18/2019,3122.03
11/19/2019,3120.18
11/20/2019,3108.46
11/21/2019,3103.54
11/22/2019,3110.29
11/25/2019,3133.64
11/26/2019,3140.52
11/27/2019,3153.63
11/29/2019,3140.98
12/2/2019,3113.87
12/3/2019,3093.2
12/4/2019,3112.76
12/5/2019,3117.43
12/6/2019,3145.91
12/9/2019,3135.96
12/10/2019,3132.52
12/11/2019,3141.63
12/12/2019,3168.57
12/13/2019,3168.8
12/16/2019,3191.45
12/17/2019,3192.52
12/18/2019,3191.14
12/19/2019,3205.37
12/20/2019,3221.22
12/23/2019,3224.01
12/24/2019,3223.38
12/26/2019,3239.91
12/27/2019,3240.02
12/30/2019,3221.29
12/31/2019,3230.78
1/2/2020,3257.85
1/3/2020,3234.85
1/6/2020,3246.28
1/7/2020,3237.18
1/8/2020,3253.05
1/9/2020,3274.7
1/10/2020,3265.35
1/13/2020,3288.13
1/14/2020,3283.15
1/15/2020,3289.29
1/16/2020,3316.81
1/17/2020,3329.62
1/21/2020,3320.79
1/22/2020,3321.75
1/23/2020,3325.54
1/24/2020,3295.47
1/27/2020,3243.63
1/28/2020,3276.24
1/29/2020,3273.4
1/30/2020,3283.66
1/31/2020,3225.52
2/3/2020,3248.92
2/4/2020,3297.59
2/5/2020,3334.69
2/6/2020,3345.78
2/7/2020,3327.71
2/10/2020,3352.09
2/11/2020,3357.75
2/12/2020,3379.45
2/13/2020,3373.94
2/14/2020,3380.16
2/18/2020,3370.29
2/19/2020,3386.15
2/20/2020,3373.23
2/21/2020,3337.75
2/24/2020,3225.89
2/25/2020,3128.21
2/26/2020,3116.39
2/27/2020,2978.76
2/28/2020,2954.22
3/2/2020,3090.23
3/3/2020,3003.37
3/4/2020,3130.12
3/5/2020,3023.94
3/6/2020,2972.37
3/9/2020,2746.56
3/10/2020,2882.23
3/11/2020,2741.38
3/12/2020,2480.64
3/13/2020,2711.02
3/16/2020,2386.13
3/17/2020,2529.19
3/18/2020,2398.1
3/19/2020,2409.39
3/20/2020,2304.92
3/23/2020,2237.4
3/24/2020,2447.33
3/25/2020,2475.56
3/26/2020,2630.07
3/27/2020,2541.47
3/30/2020,2626.65
3/31/2020,2584.59
4/1/2020,2470.5
4/2/2020,2526.9
4/3/2020,2488.65
4/6/2020,2663.68
4/7/2020,2659.41
4/8/2020,2749.98
4/9/2020,2789.82
4/13/2020,2761.63
4/14/2020,2846.06
4/15/2020,2783.36
4/16/2020,2799.55
4/17/2020,2874.56
4/20/2020,2823.16
4/21/2020,2736.56
4/22/2020,2799.31
4/23/2020,2797.8
4/24/2020,2836.74
4/27/2020,2878.48
4/28/2020,2863.39
4/29/2020,2939.51
4/30/2020,2912.43
5/1/2020,2830.71
5/4/2020,2842.74
5/5/2020,2868.44
5/6/2020,2848.42
5/7/2020,2881.19
5/8/2020,2929.8
5/11/2020,2930.32
5/12/2020,2870.12
5/13/2020,2820
5/14/2020,2852.5
5/15/2020,2863.7
5/18/2020,2953.91
5/19/2020,2922.94
5/20/2020,2971.61
5/21/2020,2948.51
