Date,Close
5/17/2018,57.2
5/18/2018,57.2
5/21/2018,57.34
5/22/2018,56.96
5/23/2018,57.49
5/24/2018,57.68
5/25/2018,57.92
5/29/2018,57.23
5/30/2018,57.48
5/31/2018,56.67
6/1/2018,56.91
6/4/2018,57.07
6/5/2018,55.68
6/6/2018,57.17
6/7/2018,57.14
6/8/2018,56.6
6/11/2018,56.48
6/12/2018,56.48
6/13/2018,56.21
6/14/2018,57.02
6/15/2018,57.11
6/18/2018,57.22
6/19/2018,57.43
6/20/2018,52.22
6/21/2018,50.62
6/22/2018,51.24
6/25/2018,50.66
6/26/2018,50.38
6/27/2018,49.84
6/28/2018,48.54
6/29/2018,48.85
7/2/2018,49.06
7/3/2018,48.77
7/5/2018,48.61
7/6/2018,48.98
7/9/2018,49.9
7/10/2018,50.42
7/11/2018,50.14
7/12/2018,50.25
7/13/2018,51.62
7/16/2018,50.94
7/17/2018,51.28
7/18/2018,51.15
7/19/2018,51.34
7/20/2018,50.91
7/23/2018,51.19
7/24/2018,51.17
7/25/2018,51.62
7/26/2018,51.45
7/27/2018,52.15
7/30/2018,51.9
7/31/2018,52.39
8/1/2018,51.93
8/2/2018,51.68
8/3/2018,52.23
8/6/2018,52.07
8/7/2018,52.07
8/8/2018,51.55
8/9/2018,51.92
8/10/2018,51.51
8/13/2018,51.81
8/14/2018,52.59
8/15/2018,52.75
8/16/2018,53.04
8/17/2018,53.56
8/20/2018,53.92
8/21/2018,54
8/22/2018,52.82
8/23/2018,52.66
8/24/2018,52.75
8/27/2018,52.97
8/28/2018,53.05
8/29/2018,53.25
8/30/2018,53.1
8/31/2018,53.45
9/4/2018,53.53
9/5/2018,53.79
9/6/2018,54.21
9/7/2018,54.86
9/10/2018,54.97
9/11/2018,55.12
9/12/2018,54.97
9/13/2018,54.89
9/14/2018,54.75
9/17/2018,54.57
9/18/2018,55.07
9/19/2018,55.43
9/20/2018,56.43
9/21/2018,57.45
9/24/2018,56.69
9/25/2018,56.9
9/26/2018,57.27
9/27/2018,57.34
9/28/2018,56.84
10/1/2018,55.58
10/2/2018,55.59
10/3/2018,55.47
10/4/2018,55.89
10/5/2018,55.76
10/8/2018,56.54
10/9/2018,57.71
10/10/2018,56.01
10/11/2018,54.86
10/12/2018,56.45
10/15/2018,56.75
10/16/2018,57.81
10/17/2018,59.1
10/18/2018,58.64
10/19/2018,58.66
10/22/2018,58.9
10/23/2018,58.81
10/24/2018,58.06
10/25/2018,58.96
10/26/2018,58.07
10/29/2018,58.37
10/30/2018,58.59
10/31/2018,58.27
11/1/2018,58.63
11/2/2018,64.32
11/5/2018,64.48
11/6/2018,66.01
11/7/2018,68.16
11/8/2018,68.72
11/9/2018,68.6
11/12/2018,67.91
11/13/2018,67.41
11/14/2018,67.04
